Website Name,Product URL,Product Category,Title,Quantity,Ex VAT Price,Inc VAT Price,Currency,Brand,Condition,Product Description,Image Src 1,Image Position 1,Image Src 2,Image Position 2,Image Src 3,Image Position 3,Image Src 4,Image Position 4,Image Src 5,Image Position 5,Image Src 6,Image Position 6,Image Src 7,Image Position 7
soundsale.nl,https://soundsale.nl/product/dbaudiotechnik-d12/,Onboard DSP,d&b audiotechnik D12,1,1450.00,POA,EUR,D&B Audiotechnik,,"PRODUCT DESCRIPTION
The d&b audiotechnik D12 (EP5 with adapter cable to speakON) is a professional 2-channel amplifier with integrated DSP, designed for use with a wide range of d&b loudspeaker systems. It combines amplification, loudspeaker-specific processing, equalization, delay and system protection in a robust touring-grade platform. The D12 has been widely used in professional touring, rental and installation systems and remains a proven solution for existing d&b inventories and legacy system configurations. This unit is fully tested by our technical team and available directly from our own stock. Supplied with a 3-month warranty, with worldwide shipping available.

WHAT'S INCLUDED?
1 x D12.

PRODUCT DETAILS
Brand
D&B Audiotechnik
Product category
Onboard DSP
Channels
2
Output power 4Ω/channel
1600 W
Output power 8Ω/channel
800 W
Height
133 mm (3U)",https://soundsale.nl/wp-content/uploads/2026/07/dbaudiotechnik-d12-2026-soundsale-5.jpg,1,https://soundsale.nl/wp-content/uploads/2026/07/dbaudiotechnik-d12-2026-soundsale-4.jpg,2,https://soundsale.nl/wp-content/uploads/2026/07/dbaudiotechnik-d12-2026-soundsale-3.jpg,3,https://soundsale.nl/wp-content/uploads/2026/07/dbaudiotechnik-d12-2026-soundsale-2.jpg,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/electrovoice-q1212/,Non-DSP,Electro-Voice Q1212,1,650.00,POA,EUR,Electro-Voice,,"PRODUCT DESCRIPTION
This Electro-Voice Q1212 is a professional power amplifier designed for live sound, rental, installation and sound reinforcement applications. Known for its solid build quality and reliable performance, the Q1212 is a practical choice for users looking to power passive loudspeaker systems in a professional audio setup. It is suitable for use in amplifier racks, fixed installations or mobile productions where dependable amplification is required. This unit has been fully checked and tested by our in-house technicians to ensure proper operation and professional performance. As with all Soundsale certified pre-owned products, this amplifier is supplied with a 3-month Soundsale warranty.

WHAT'S INCLUDED?
1 x Q1212.

PRODUCT DETAILS
Brand
Electro-Voice
Product category
Non-DSP
Channels
2
Output power 2Ω/channel
1800 W
Output power 4Ω/channel
1200 W
Output power 8Ω/channel
750 W
Height
89 mm (2U)",https://soundsale.nl/wp-content/uploads/2026/07/electrovoice-q1212-soundsale-1.jpg,1,https://soundsale.nl/wp-content/uploads/2026/07/electrovoice-q1212-soundsale-2.jpg,2,https://soundsale.nl/wp-content/uploads/2026/07/electrovoice-q1212-soundsale-3.jpg,3,https://soundsale.nl/wp-content/uploads/2026/07/electrovoice-q1212-soundsale-6.jpg,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/lacoustics-12xt2/,"Point source, Stage monitor",L-Acoustics 12XT-2 – set of 2,1,2499.00,POA,EUR,L-Acoustics,,"PRODUCT DESCRIPTION
This offering includes 2 x L-Acoustics 12XT-2 loudspeaker and a flightcase designed to hold two units. Ideal for users looking to expand an existing inventory while benefiting from a high-quality transport solution. The 12XT is a versatile coaxial loudspeaker known for its clarity, power and flexible deployment in FOH, monitoring and installation applications. These units features the new L-Acoustics color and structure finish in dark grey brown (Pantone 426 C). This set is offered as certified pre-owned, fully tested and approved by our in-house technicians, and supplied with a 3-month Soundsale warranty.

WHAT'S INCLUDED?
2 x 12XT-2;
1 x flightcase.

PRODUCT DETAILS
Brand
L-Acoustics
Product category
Point source, Stage monitor
Speaker type
Passive
Maximum SPL
133 dB
Frequency response
55 Hz – 20 kHz
Transducers
LF: 1 × 12″cone driver, HF: 1 × 3″diaphragm compression driver
Weight
29 kg
Dimensions (W × H × D)
410 x 540 x 389 mm",https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-12xt-grey-202639-soundsale-2.jpg,1,https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-12xt-grey-202639-soundsale-3.jpg,2,https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-12xt-grey-202639-soundsale-1.jpg,3,,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/lacoustics-115xt2hiq/,"Point source, Stage monitor",L-Acoustics 115XT-2 HiQ – set of 2,1,2799.00,POA,EUR,L-Acoustics,,"PRODUCT DESCRIPTION
This set of 2 x L-Acoustics 115XT HiQ loudspeakers delivers powerful, high-quality monitoring performance with the clarity and reliability expected from L-Acoustics. Known for its focused coverage, strong output and excellent vocal presence, the 115XT HiQ is a trusted choice for stage monitoring, side-fill and professional live sound applications. These units features the new L-Acoustics color and structure finish in dark grey brown (Pantone 426 C). The set is supplied in a solid flightcase, offering safe transport and protection for touring, rental and mobile use. As with all Soundsale products, these units are offered as certified pre-owned, fully tested, inspected and approved by our in-house technicians. Supplied with a 3-month Soundsale warranty, this set is ready for immediate professional deployment.

WHAT'S INCLUDED?
2 x 115XT-2 HiQ;
1 x flightcase.

PRODUCT DETAILS
Brand
L-Acoustics
Product category
Point source, Stage monitor
Speaker type
Passive
Maximum SPL
139.5 dB
Frequency response
50 Hz – 20 kHz
Transducers
LF: 1 x 15’’ weather-resistant
HF: 1 x 3’’ diaphragm compression driver
Finish
Grey-brown RAL 8019
Weight
28.5 kg",https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-115xthiq-grey-202639-soundsale-2.jpg,1,https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-115xthiq-grey-202639-soundsale-1.jpg,2,https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-115xthiq-grey-202639-soundsale-3.jpg,3,,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/lacoustics-115xthiq-202627/,"Point source, Stage monitor",L-Acoustics 115XT HiQ – set of 2,12,2599.00,POA,EUR,L-Acoustics,,"PRODUCT DESCRIPTION
This set of 2 x L-Acoustics 115XT HiQ loudspeakers delivers powerful, high-quality monitoring performance with the clarity and reliability expected from L-Acoustics. Known for its focused coverage, strong output and excellent vocal presence, the 115XT HiQ is a trusted choice for stage monitoring, side-fill and professional live sound applications. The set is supplied in a solid flightcase, offering safe transport and protection for touring, rental and mobile use. As with all Soundsale products, these units are offered as certified pre-owned, fully tested, inspected and approved by our in-house technicians. Supplied with a 3-month Soundsale warranty, this set is ready for immediate professional deployment.

WHAT'S INCLUDED?
2 x 115XT HiQ;
1 x flightcase.

PRODUCT DETAILS
Brand
L-Acoustics
Product category
Point source, Stage monitor
Speaker type
Passive
Maximum SPL
139.5 dB
Frequency response
50 Hz – 20 kHz
Transducers
LF: 1 x 15’’ weather-resistant
HF: 1 x 3’’ diaphragm compression driver
Finish
Grey-brown RAL 8019
Weight
28.5 kg",https://soundsale.nl/wp-content/uploads/2026/06/lacoustics-115xthiq-202627-soundsale-4.jpg,1,https://soundsale.nl/wp-content/uploads/2026/06/lacoustics-115xthiq-202627-soundsale-5.jpg,2,https://soundsale.nl/wp-content/uploads/2026/06/lacoustics-115xthiq-202627-soundsale-3.jpg,3,https://soundsale.nl/wp-content/uploads/2026/06/lacoustics-115xthiq-202627-soundsale-1.jpg,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/qsc-acs6t-black/,Point source,QSC AC-S6T Black (ex-demo),4,110.00,POA,EUR,QSC,,"PRODUCT DESCRIPTION
Price per piece, sold per pair. The QSC AcousticCoverage™ Series AC-S6T is a surface mounted 6.5” two-way loudspeaker with 70/100V transformer, suitable for a wide variety of audio/video conferencing reinforcement, voice paging and background music applications.

WHAT'S INCLUDED?
1 x AC-S6T Black;
1 x yoke mount system.

PRODUCT DETAILS
Brand
QSC
Product category
Point source
Speaker type
Passive
Components
LF 6.5"" polypropylene woofer, HF 1"" aluminium dome tweeter
Nominal impedance
8Ω, 70 V, 100 V
Maximum SPL
107 dB peak
Frequency response
60 Hz – 20 kHz
Dimensions (W x H x D)
359 x 267 x 470 mm
Weight
8.4 kg",https://soundsale.nl/wp-content/uploads/2026/09/qsc-acs6t-black-soundsale-1.jpg,1,https://soundsale.nl/wp-content/uploads/2026/09/qsc-acs6t-black-soundsale-2.jpg,2,,3,,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/lacoustics-12xt-202631/,"Point source, Stage monitor",L-Acoustics 12XT – set of 2,23,2250.00,POA,EUR,L-Acoustics,,"PRODUCT DESCRIPTION
This offering includes 2 x L-Acoustics 12XT loudspeaker and a flightcase designed to hold two units. Ideal for users looking to expand an existing inventory while benefiting from a high-quality transport solution. The 12XT is a versatile coaxial loudspeaker known for its clarity, power and flexible deployment in FOH, monitoring and installation applications. This set is offered as certified pre-owned, fully tested and approved by our in-house technicians, and supplied with a 3-month Soundsale warranty.

WHAT'S INCLUDED?
2 x 12XT;
1 x flightcase.

PRODUCT DETAILS
Brand
L-Acoustics
Product category
Point source, Stage monitor
Speaker type
Passive
Maximum SPL
133 dB
Frequency response
55 Hz – 20 kHz
Transducers
LF: 1 × 12″cone driver, HF: 1 × 3″diaphragm compression driver
Weight
29 kg
Dimensions (W × H × D)
410 x 540 x 389 mm",https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-12xt-202639-soundsale-3.jpg,1,https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-12xt-202639-soundsale-1.jpg,2,https://soundsale.nl/wp-content/uploads/2026/07/lacoustics-12xt-202639-soundsale-2.jpg,3,,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/lake-lm44/,Outboard,Lake LM 44,3,1899.00,POA,EUR,Lake,,"PRODUCT DESCRIPTION
The Lake LM44 is a professional 4-in / 4-out digital audio processor designed for system processing, loudspeaker management and networked audio applications. It combines powerful Lake Processing with flexible routing, EQ, crossover, delay and limiting functions, plus Dante audio networking and Ethernet control via Lake Controller. The LM Series platform is widely used in touring, rental and fixed installation systems thanks to its precise processing, flexible networking and seamless integration with other Lake-equipped devices. This unit is fully tested by our technical team and available directly from our own stock. Worldwide shipping available.

WHAT'S INCLUDED?
1 x LM 44.

PRODUCT DETAILS
Brand
Lake
Product category
Outboard
Height
45 mm (1U)",https://soundsale.nl/wp-content/uploads/2026/09/lake-lm44-soundsale-4.jpg,1,https://soundsale.nl/wp-content/uploads/2026/09/lake-lm44-soundsale-3.jpg,2,https://soundsale.nl/wp-content/uploads/2026/09/lake-lm44-soundsale-2.jpg,3,,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/lacoustics-p1-processor/,Outboard,L-Acoustics P1 – Ex-Demo 2025,1,5299.00,POA,EUR,L-Acoustics,,"PRODUCT DESCRIPTION
The L-Acoustics P1 is a powerful AVB audio processor and measurement platform for system routing, processing, measurement and tuning. Its 20 x 16 architecture combines Milan-AVB, AES/EBU and analog connectivity with integrated support for the L-Acoustics M1 measurement suite. This unit is an ex-demo model from 2025, in excellent condition and fully tested by our technical team. Available directly from our own stock, with worldwide shipping available.

WHAT'S INCLUDED?
1 x P1.

PRODUCT DETAILS
Brand
L-Acoustics
Product category
Outboard
Height
45 mm (1U)",https://soundsale.nl/wp-content/uploads/2026/09/lacoustics-p1-soundsale-2.jpg,1,https://soundsale.nl/wp-content/uploads/2026/09/lacoustics-p1-soundsale-3.jpg,2,https://soundsale.nl/wp-content/uploads/2026/09/lacoustics-p1-soundsale-1.jpg,3,,4,,5,,6,,7
soundsale.nl,https://soundsale.nl/product/lacoustics-la12x-2026/,Onboard DSP,L-Acoustics LA12X – Ex-Demo 2025,2,8650.00,POA,EUR,L-Acoustics,,"PRODUCT DESCRIPTION
The L-Acoustics LA12X is a high-power 4-channel amplified controller for demanding L-Acoustics systems. It offers up to 4 x 3300 W at 2.7 ohms and combines amplification, DSP and system protection with analog, AES/EBU and Milan-AVB connectivity. This unit is an ex-demo model from 2025, in excellent condition and fully tested by our technical team. Available directly from our own stock, with worldwide shipping available.

WHAT'S INCLUDED?
1 x LA12X.

PRODUCT DETAILS
Brand
L-Acoustics
Product category
Onboard DSP
Channels
4
Output power 2.7Ω/channel
3300 W
Output power 4Ω/channel
2600 W
Output power 8Ω/channel
1400 W
Height
89 mm (2U)",https://soundsale.nl/wp-content/uploads/2026/09/lacoustics-la12x-soundsale-3.jpg,1,https://soundsale.nl/wp-content/uploads/2026/09/lacoustics-la12x-soundsale-1.jpg,2,https://soundsale.nl/wp-content/uploads/2026/09/lacoustics-la12x-soundsale-2.jpg,3,,4,,5,,6,,7
